"subj"	"ID"	"targ"	"scor"	"pval"	"eval"
"epm_sol_S0_Leaf_p1m06F_677"	"MA1244.1"	"ABR1"	"1.88262949224135"	"0.00121266147580817"	"1.51825216771182"
"epm_sol_S0_Leaf_p1m06R_677"	"MA1244.1"	"ABR1"	"1.88262949224135"	"0.00121266147580817"	"1.51825216771182"
"epm_sol_S0_Leaf_p1m09F_317"	"MA1244.1"	"ABR1"	"1.85833627699719"	"0.00302682272374695"	"3.78958205013118"
"epm_sol_S0_Leaf_p1m09R_317"	"MA1244.1"	"ABR1"	"1.85833627699719"	"0.00302682272374695"	"3.78958205013118"
"epm_sol_S0_Leaf_p0m18R_197"	"MA0933.1"	"AHL20"	"1.93037188321986"	"0.00346645251157935"	"4.33999854449734"
"epm_sol_S0_Leaf_p0m18F_197"	"MA0933.1"	"AHL20"	"1.93037188321986"	"0.00346645251157936"	"4.33999854449736"
"epm_sol_S0_Leaf_p0m26F_93"	"MA1663.1"	"ANAC050"	"1.84412867528667"	"0.00489546708159875"	"6.12912478616164"
"epm_sol_S0_Leaf_p0m26R_93"	"MA1663.1"	"ANAC050"	"1.84412867528667"	"0.00489546708159875"	"6.12912478616164"
"epm_sol_S0_Leaf_p1m15F_115"	"MA1691.1"	"ARF27"	"1.83972126634757"	"0.00564010218963674"	"7.0614079414252"
"epm_sol_S0_Leaf_p1m15R_115"	"MA1691.1"	"ARF27"	"1.83972126634757"	"0.00564010218963674"	"7.0614079414252"
"epm_sol_S0_Leaf_p1m12F_263"	"MA1692.1"	"ARF29"	"1.85622376297656"	"0.00325900487402772"	"4.08027410228271"
"epm_sol_S0_Leaf_p1m12R_263"	"MA1692.1"	"ARF29"	"1.85622376297656"	"0.00325900487402768"	"4.08027410228266"
"epm_sol_S0_Leaf_p0m06R_433"	"MA1272.1"	"AT2G28810"	"1.84397172733315"	"0.00492050803328281"	"6.16047605767008"
"epm_sol_S0_Leaf_p0m06F_433"	"MA1272.1"	"AT2G28810"	"1.84397172733315"	"0.00492050803328281"	"6.16047605767008"
"epm_sol_S0_Leaf_p1m14R_135"	"MA1270.1"	"AT3G45610"	"1.90759890377968"	"0.000413696647172794"	"0.517948202260338"
"epm_sol_S0_Leaf_p1m14F_135"	"MA1270.1"	"AT3G45610"	"1.90759890377968"	"0.0004136966471728"	"0.517948202260346"
"epm_sol_S0_Leaf_p0m21R_151"	"MA1381.1"	"AT3G46070"	"1.84796065955979"	"0.00431607058649154"	"5.40372037428741"
"epm_sol_S0_Leaf_p0m21F_151"	"MA1381.1"	"AT3G46070"	"1.84796065955979"	"0.00431607058649164"	"5.40372037428753"
"epm_sol_S0_Leaf_p1m08R_539"	"MA1232.1"	"AT4G28140"	"1.89205481039817"	"0.00082191369874719"	"1.02903595083148"
"epm_sol_S0_Leaf_p1m08F_539"	"MA1232.1"	"AT4G28140"	"1.89205481039817"	"0.00082191369874719"	"1.02903595083148"
"epm_sol_S0_Leaf_p0m15F_277"	"MA1281.1"	"AT5G02460"	"1.88626788858483"	"0.00104606882831454"	"1.30967817304981"
"epm_sol_S0_Leaf_p0m17F_229"	"MA1281.1"	"AT5G02460"	"1.91077186700137"	"0.000357015869526369"	"0.446983868647014"
"epm_sol_S0_Leaf_p0m16R_255"	"MA1281.1"	"AT5G02460"	"1.93168559996459"	"0.000126626816762222"	"0.158536774586302"
"epm_sol_S0_Leaf_p0m17R_229"	"MA1281.1"	"AT5G02460"	"1.91077186700137"	"0.000357015869526369"	"0.446983868647014"
"epm_sol_S0_Leaf_p1m05R_749"	"MA1281.1"	"AT5G02460"	"1.87635823803517"	"0.00155386005071774"	"1.94543278349861"
"epm_sol_S0_Leaf_p1m05F_749"	"MA1281.1"	"AT5G02460"	"1.87635823803517"	"0.00155386005071774"	"1.94543278349861"
"epm_sol_S0_Leaf_p0m16F_255"	"MA1281.1"	"AT5G02460"	"1.93168559996459"	"0.000126626816762225"	"0.158536774586305"
